Date,Volume_Mn,Value_Cr,Day_of_Week,Day_of_Month,Is_Weekend,Month_Year,Avg_Transaction_Value_Rs
14-06-2025,612.98,74677.34,Saturday,14,Weekend,Jun-2025,1218.267154
15-06-2025,605.64,62265.9,Sunday,15,Weekend,Jun-2025,1028.100852
16-06-2025,604.95,82363.95,Monday,16,Weekday,Jun-2025,1361.500124
17-06-2025,597.52,77388.82,Tuesday,17,Weekday,Jun-2025,1295.167024
18-06-2025,602.99,77121.9,Wednesday,18,Weekday,Jun-2025,1278.99136
19-06-2025,590.94,75273.14,Thursday,19,Weekday,Jun-2025,1273.78651
20-06-2025,606.67,74977.8,Friday,20,Weekday,Jun-2025,1235.891012
21-06-2025,603.77,72526.08,Saturday,21,Weekend,Jun-2025,1201.220332
22-06-2025,591.09,57113.84,Sunday,22,Weekend,Jun-2025,966.2460877
23-06-2025,592.61,75796.64,Monday,23,Weekday,Jun-2025,1279.030728
24-06-2025,585.8,72710.14,Tuesday,24,Weekday,Jun-2025,1241.210994
25-06-2025,595.44,74007.96,Wednesday,25,Weekday,Jun-2025,1242.912132
26-06-2025,594.02,74401.66,Thursday,26,Weekday,Jun-2025,1252.511027
27-06-2025,598.3,73713.91,Friday,27,Weekday,Jun-2025,1232.055992
28-06-2025,598.96,70198.78,Saturday,28,Weekend,Jun-2025,1172.011153
29-06-2025,589.47,58111.17,Sunday,29,Weekend,Jun-2025,985.8206525
30-06-2025,623.98,104009.3,Monday,30,Weekday,Jun-2025,1666.86913
01-07-2025,653.51,110062.3,Tuesday,1,Weekday,Jul-2025,1684.171627
02-07-2025,665,104976.26,Wednesday,2,Weekday,Jul-2025,1578.590376
03-07-2025,644.7,95041.19,Thursday,3,Weekday,Jul-2025,1474.192493
04-07-2025,648.31,92737.86,Friday,4,Weekday,Jul-2025,1430.455492
05-07-2025,656.14,92883.49,Saturday,5,Weekend,Jul-2025,1415.604749
06-07-2025,623.42,69207.26,Sunday,6,Weekend,Jul-2025,1110.12255
07-07-2025,641.58,95194.06,Monday,7,Weekday,Jul-2025,1483.744194
08-07-2025,648.14,89965.21,Tuesday,8,Weekday,Jul-2025,1388.052118
09-07-2025,638.14,87860.16,Wednesday,9,Weekday,Jul-2025,1376.816373
10-07-2025,655.57,90757.83,Thursday,10,Weekday,Jul-2025,1384.410971
11-07-2025,646.05,85108.8,Friday,11,Weekday,Jul-2025,1317.37172
12-07-2025,644.63,77724.93,Saturday,12,Weekend,Jul-2025,1205.729333
13-07-2025,634.89,64248.65,Sunday,13,Weekend,Jul-2025,1011.965065
14-07-2025,628.68,86145.07,Monday,14,Weekday,Jul-2025,1370.25307
15-07-2025,634.67,84602.21,Tuesday,15,Weekday,Jul-2025,1333.011014
16-07-2025,631.36,81454.6,Wednesday,16,Weekday,Jul-2025,1290.145084
17-07-2025,618.25,76195.17,Thursday,17,Weekday,Jul-2025,1232.432996
18-07-2025,621.39,73841.65,Friday,18,Weekday,Jul-2025,1188.330195
19-07-2025,624.44,72515.93,Saturday,19,Weekend,Jul-2025,1161.295401
20-07-2025,625.29,60707.39,Sunday,20,Weekend,Jul-2025,970.8677574
21-07-2025,612.67,77296.08,Monday,21,Weekday,Jul-2025,1261.626651
22-07-2025,609.65,73274.46,Tuesday,22,Weekday,Jul-2025,1201.910276
23-07-2025,609.41,72901.37,Wednesday,23,Weekday,Jul-2025,1196.261466
24-07-2025,602.25,70319.08,Thursday,24,Weekday,Jul-2025,1167.606144
25-07-2025,597.44,72926.31,Friday,25,Weekday,Jul-2025,1220.646592
26-07-2025,603.24,67031.53,Saturday,26,Weekend,Jul-2025,1111.191731
27-07-2025,609.43,55840.25,Sunday,27,Weekend,Jul-2025,916.2701213
28-07-2025,607.6,76306.71,Monday,28,Weekday,Jul-2025,1255.870803
29-07-2025,590.85,73041.58,Tuesday,29,Weekday,Jul-2025,1236.211898
30-07-2025,607.73,79458.74,Wednesday,30,Weekday,Jul-2025,1307.46779
31-07-2025,633.53,98871.97,Thursday,31,Weekday,Jul-2025,1560.651745
01-08-2025,669.33,103856.25,Friday,1,Weekday,Aug-2025,1551.644929
02-08-2025,707.22,102420.12,Saturday,2,Weekend,Aug-2025,1448.207347
03-08-2025,667.93,76155.36,Sunday,3,Weekend,Aug-2025,1140.169778
04-08-2025,665.37,98588.87,Monday,4,Weekday,Aug-2025,1481.714986
05-08-2025,671.66,97550.71,Tuesday,5,Weekday,Aug-2025,1452.382307
06-08-2025,675.27,93102.41,Wednesday,6,Weekday,Aug-2025,1378.743466
07-08-2025,673.36,93176.2,Thursday,7,Weekday,Aug-2025,1383.750149
08-08-2025,721.27,93002.51,Friday,8,Weekday,Aug-2025,1289.427122
09-08-2025,680.23,76578.76,Saturday,9,Weekend,Aug-2025,1125.777458
10-08-2025,645.08,69866.81,Sunday,10,Weekend,Aug-2025,1083.072022
11-08-2025,652.81,90606.77,Monday,11,Weekday,Aug-2025,1387.950093
12-08-2025,651.63,85866.64,Tuesday,12,Weekday,Aug-2025,1317.720792
13-08-2025,643.64,83460.62,Wednesday,13,Weekday,Aug-2025,1296.697222
14-08-2025,660.05,83159.03,Thursday,14,Weekday,Aug-2025,1259.889857
15-08-2025,629.88,63117.09,Friday,15,Weekday,Aug-2025,1002.049438
16-08-2025,636.77,68278.92,Saturday,16,Weekend,Aug-2025,1072.269736
17-08-2025,612.31,57594.29,Sunday,17,Weekend,Aug-2025,940.6067188
18-08-2025,627.05,79754.87,Monday,18,Weekday,Aug-2025,1271.906068
19-08-2025,614.19,76331.59,Tuesday,19,Weekday,Aug-2025,1242.800925
20-08-2025,639.14,81160.77,Wednesday,20,Weekday,Aug-2025,1269.843383
21-08-2025,631.51,78191.58,Thursday,21,Weekday,Aug-2025,1238.168517
22-08-2025,622.64,72461.6,Friday,22,Weekday,Aug-2025,1163.780033
23-08-2025,617.83,68686.99,Saturday,23,Weekend,Aug-2025,1111.745788
24-08-2025,627.79,58510.27,Sunday,24,Weekend,Aug-2025,932.0038548
25-08-2025,637.82,80294.19,Monday,25,Weekday,Aug-2025,1258.884795
26-08-2025,641.64,77157.83,Tuesday,26,Weekday,Aug-2025,1202.509663
27-08-2025,593.56,62308.47,Wednesday,27,Weekday,Aug-2025,1049.741728
28-08-2025,597.68,74062.22,Thursday,28,Weekday,Aug-2025,1239.161759
29-08-2025,617.85,81491.51,Friday,29,Weekday,Aug-2025,1318.952982
30-08-2025,645.13,87522.18,Saturday,30,Weekend,Aug-2025,1356.659588
31-08-2025,630.68,71157.47,Sunday,31,Weekend,Aug-2025,1128.26584
01-09-2025,653.79,103346.42,Monday,1,Weekday,Sep-2025,1580.728063
02-09-2025,669.93,101199.28,Tuesday,2,Weekday,Sep-2025,1510.594838
03-09-2025,669.81,95949.97,Wednesday,3,Weekday,Sep-2025,1432.495334
04-09-2025,667.37,95176.51,Thursday,4,Weekday,Sep-2025,1426.143069
05-09-2025,643.35,82199.29,Friday,5,Weekday,Sep-2025,1277.676071
06-09-2025,642.03,82162.11,Saturday,6,Weekend,Sep-2025,1279.723845
07-09-2025,634.66,67737.98,Sunday,7,Weekend,Sep-2025,1067.311316
08-09-2025,674.21,91323.72,Monday,8,Weekday,Sep-2025,1354.529301
09-09-2025,671.05,91406.67,Tuesday,9,Weekday,Sep-2025,1362.143954
10-09-2025,682.48,94319.1,Wednesday,10,Weekday,Sep-2025,1382.005333
11-09-2025,661.6,87398.93,Thursday,11,Weekday,Sep-2025,1321.02373
12-09-2025,670.33,83819.17,Friday,12,Weekday,Sep-2025,1250.416511
13-09-2025,656.88,75989.11,Saturday,13,Weekend,Sep-2025,1156.818749
14-09-2025,653.4,63705.14,Sunday,14,Weekend,Sep-2025,974.9791858
15-09-2025,652.52,86868.41,Monday,15,Weekday,Sep-2025,1331.275823
16-09-2025,648.04,81334.96,Tuesday,16,Weekday,Sep-2025,1255.091661
17-09-2025,651.27,76781.03,Wednesday,17,Weekday,Sep-2025,1178.943142
18-09-2025,636.32,75545.7,Thursday,18,Weekday,Sep-2025,1187.228124
19-09-2025,646.02,73973.14,Friday,19,Weekday,Sep-2025,1145.059596
20-09-2025,660.03,76649.34,Saturday,20,Weekend,Sep-2025,1161.30085
21-09-2025,650.17,60320.66,Sunday,21,Weekend,Sep-2025,927.767507
22-09-2025,637.06,82477.13,Monday,22,Weekday,Sep-2025,1294.652466
23-09-2025,641.94,81647.55,Tuesday,23,Weekday,Sep-2025,1271.88756
24-09-2025,650.51,82219.56,Wednesday,24,Weekday,Sep-2025,1263.924613
25-09-2025,646.48,82763.15,Thursday,25,Weekday,Sep-2025,1280.212072
26-09-2025,642.79,81147.56,Friday,26,Weekday,Sep-2025,1262.427231
27-09-2025,647.1,76740.06,Saturday,27,Weekend,Sep-2025,1185.907279
28-09-2025,635.52,63884.47,Sunday,28,Weekend,Sep-2025,1005.231464
29-09-2025,662.61,88429.61,Monday,29,Weekday,Sep-2025,1334.564978
30-09-2025,674.17,103220.79,Tuesday,30,Weekday,Sep-2025,1531.07955
01-10-2025,705.62,106297.2,Wednesday,1,Weekday,Oct-2025,1506.436892
02-10-2025,656.29,82995.89,Thursday,2,Weekday,Oct-2025,1264.622194
03-10-2025,674.63,97261.44,Friday,3,Weekday,Oct-2025,1441.700488
04-10-2025,676.96,99228.42,Saturday,4,Weekend,Oct-2025,1465.794434
05-10-2025,678.59,82431.5,Sunday,5,Weekend,Oct-2025,1214.746754
06-10-2025,676.85,102255.51,Monday,6,Weekday,Oct-2025,1510.755854
07-10-2025,646.32,94312.62,Tuesday,7,Weekday,Oct-2025,1459.224842
08-10-2025,700.32,101998.71,Wednesday,8,Weekday,Oct-2025,1456.458619
09-10-2025,709.61,102964.42,Thursday,9,Weekday,Oct-2025,1451.000127
10-10-2025,717.51,100827.85,Friday,10,Weekday,Oct-2025,1405.246617
11-10-2025,691.04,90437.39,Saturday,11,Weekend,Oct-2025,1308.714257
12-10-2025,693.32,75027.23,Sunday,12,Weekend,Oct-2025,1082.14432
13-10-2025,687.87,96747.94,Monday,13,Weekday,Oct-2025,1406.485819
14-10-2025,685.8,95603.07,Tuesday,14,Weekday,Oct-2025,1394.037183
15-10-2025,699.88,99092.97,Wednesday,15,Weekday,Oct-2025,1415.856575
16-10-2025,692.68,95599.29,Thursday,16,Weekday,Oct-2025,1380.136427
17-10-2025,712.48,98266.13,Friday,17,Weekday,Oct-2025,1379.212469
18-10-2025,754.37,102753.58,Saturday,18,Weekend,Oct-2025,1362.111166
19-10-2025,739.04,85667.27,Sunday,19,Weekend,Oct-2025,1159.169598
20-10-2025,717.27,74285.26,Monday,20,Weekday,Oct-2025,1035.666625
21-10-2025,602.67,67047.73,Tuesday,21,Weekday,Oct-2025,1112.511491
22-10-2025,615.29,71327.82,Wednesday,22,Weekday,Oct-2025,1159.255311
23-10-2025,611.75,74735.1,Thursday,23,Weekday,Oct-2025,1221.660809
24-10-2025,617.17,78118.62,Friday,24,Weekday,Oct-2025,1265.755302
25-10-2025,622.44,75021.93,Saturday,25,Weekend,Oct-2025,1205.287739
26-10-2025,614.75,61084.11,Sunday,26,Weekend,Oct-2025,993.6414803
27-10-2025,608.49,77187.79,Monday,27,Weekday,Oct-2025,1268.513698
28-10-2025,597.46,75624.67,Tuesday,28,Weekday,Oct-2025,1265.769591
29-10-2025,617.11,79470.12,Wednesday,29,Weekday,Oct-2025,1287.77884
30-10-2025,620.37,83284.16,Thursday,30,Weekday,Oct-2025,1342.491739
31-10-2025,656.96,100834.97,Friday,31,Weekday,Oct-2025,1534.872291
01-11-2025,704.22,108113.06,Saturday,1,Weekend,Nov-2025,1535.21712
02-11-2025,704.01,88237.13,Sunday,2,Weekend,Nov-2025,1253.350521
03-11-2025,690.33,104487.3,Monday,3,Weekday,Nov-2025,1513.584807
04-11-2025,691.39,104828.1,Tuesday,4,Weekday,Nov-2025,1516.193465
05-11-2025,690.84,93513.51,Wednesday,5,Weekday,Nov-2025,1353.620375
06-11-2025,677.77,95130.44,Thursday,6,Weekday,Nov-2025,1403.579976
07-11-2025,694.82,96328.59,Friday,7,Weekday,Nov-2025,1386.381941
08-11-2025,695.68,88350.79,Saturday,8,Weekend,Nov-2025,1269.991807
09-11-2025,693.64,75982.55,Sunday,9,Weekend,Nov-2025,1095.417652
10-11-2025,702.13,102018.93,Monday,10,Weekday,Nov-2025,1452.992039
11-11-2025,690.78,95430.93,Tuesday,11,Weekday,Nov-2025,1381.495266
12-11-2025,697.35,92633.75,Wednesday,12,Weekday,Nov-2025,1328.368108
13-11-2025,684.65,88130.37,Thursday,13,Weekday,Nov-2025,1287.232455
14-11-2025,683.09,84751.72,Friday,14,Weekday,Nov-2025,1240.710887
15-11-2025,691.67,86252.67,Saturday,15,Weekend,Nov-2025,1247.020544
16-11-2025,681.82,68114.84,Sunday,16,Weekend,Nov-2025,999.0149893
17-11-2025,673.91,86746.09,Monday,17,Weekday,Nov-2025,1287.205858
18-11-2025,664.76,84795.14,Tuesday,18,Weekday,Nov-2025,1275.575245
19-11-2025,671.07,84412.33,Wednesday,19,Weekday,Nov-2025,1257.876675
20-11-2025,685.18,86690.37,Thursday,20,Weekday,Nov-2025,1265.22038
21-11-2025,680.48,83048.09,Friday,21,Weekday,Nov-2025,1220.433958
22-11-2025,670.66,76278.14,Saturday,22,Weekend,Nov-2025,1137.359318
23-11-2025,661.59,62917.13,Sunday,23,Weekend,Nov-2025,950.9988059
24-11-2025,660.53,83598.27,Monday,24,Weekday,Nov-2025,1265.62412
25-11-2025,659.39,83111.04,Tuesday,25,Weekday,Nov-2025,1260.423118
26-11-2025,664.84,81897.99,Wednesday,26,Weekday,Nov-2025,1231.845106
27-11-2025,659.96,82358.08,Thursday,27,Weekday,Nov-2025,1247.925329
28-11-2025,676.12,90124.99,Friday,28,Weekday,Nov-2025,1332.973289
29-11-2025,685.57,93645.91,Saturday,29,Weekend,Nov-2025,1365.956941
30-11-2025,678.75,79704.39,Sunday,30,Weekend,Nov-2025,1174.281989
01-12-2025,713.62,115449.97,Monday,1,Weekday,Dec-2025,1617.807376
02-12-2025,726.82,112235.89,Tuesday,2,Weekday,Dec-2025,1544.204755
03-12-2025,710.21,104190.87,Wednesday,3,Weekday,Dec-2025,1467.043128
04-12-2025,704.09,103618.87,Thursday,4,Weekday,Dec-2025,1471.670809
05-12-2025,707.41,101063.5,Friday,5,Weekday,Dec-2025,1428.641099
06-12-2025,712.9,95845.96,Saturday,6,Weekend,Dec-2025,1344.451676
07-12-2025,704.71,78447.4,Sunday,7,Weekend,Dec-2025,1113.186985
08-12-2025,712.04,101849.7,Monday,8,Weekday,Dec-2025,1430.392955
09-12-2025,708.56,102672.16,Tuesday,9,Weekday,Dec-2025,1449.025629
10-12-2025,723.54,103463.35,Wednesday,10,Weekday,Dec-2025,1429.960334
11-12-2025,699.66,93099.57,Thursday,11,Weekday,Dec-2025,1330.640168
12-12-2025,706,90399.4,Friday,12,Weekday,Dec-2025,1280.444759
13-12-2025,702.83,83028.01,Saturday,13,Weekend,Dec-2025,1181.338446
14-12-2025,700.33,70004.33,Sunday,14,Weekend,Dec-2025,999.5906216
15-12-2025,705.42,95630.48,Monday,15,Weekday,Dec-2025,1355.653086
16-12-2025,687.44,89498.14,Tuesday,16,Weekday,Dec-2025,1301.904748
17-12-2025,695.8,86431.01,Wednesday,17,Weekday,Dec-2025,1242.181805
18-12-2025,687.29,87159.49,Thursday,18,Weekday,Dec-2025,1268.161766
19-12-2025,683.4,79987.96,Friday,19,Weekday,Dec-2025,1170.441323
20-12-2025,695.8,84002.35,Saturday,20,Weekend,Dec-2025,1207.277235
21-12-2025,686.27,67104.1,Sunday,21,Weekend,Dec-2025,977.8090256
22-12-2025,685.32,87815.07,Monday,22,Weekday,Dec-2025,1281.373227
23-12-2025,681.77,84893.75,Tuesday,23,Weekday,Dec-2025,1245.196327
24-12-2025,703.95,88007.46,Wednesday,24,Weekday,Dec-2025,1250.194758
25-12-2025,665.89,72641.65,Thursday,25,Weekday,Dec-2025,1090.895643
26-12-2025,669.84,82519.49,Friday,26,Weekday,Dec-2025,1231.928371
27-12-2025,668.26,77154.95,Saturday,27,Weekend,Dec-2025,1154.56484
28-12-2025,663.38,64095.38,Sunday,28,Weekend,Dec-2025,966.1940366
29-12-2025,674.06,89613.36,Monday,29,Weekday,Dec-2025,1329.456725
30-12-2025,680.15,92522.84,Tuesday,30,Weekday,Dec-2025,1360.329927
31-12-2025,767.94,112266.25,Wednesday,31,Weekday,Dec-2025,1461.914342
01-01-2026,731.33,97973.88,Thursday,1,Weekday,Jan-2026,1339.667182
02-01-2026,741.92,111666.3,Friday,2,Weekday,Jan-2026,1505.098932
03-01-2026,722.63,104168.76,Saturday,3,Weekend,Jan-2026,1441.522771
04-01-2026,718.8,88995.71,Sunday,4,Weekend,Jan-2026,1238.115053
05-01-2026,726.19,112669.2,Monday,5,Weekday,Jan-2026,1551.511312
06-01-2026,703.83,101079.76,Tuesday,6,Weekday,Jan-2026,1436.13884
07-01-2026,719.17,102912.23,Wednesday,7,Weekday,Jan-2026,1430.986137
08-01-2026,714.02,99947.31,Thursday,8,Weekday,Jan-2026,1399.783059
09-01-2026,717.19,98968.86,Friday,9,Weekday,Jan-2026,1379.95315
10-01-2026,723.32,94813.91,Saturday,10,Weekend,Jan-2026,1310.815545
11-01-2026,713.06,75929.99,Sunday,11,Weekend,Jan-2026,1064.847138
12-01-2026,721.64,101749.38,Monday,12,Weekday,Jan-2026,1409.974225
13-01-2026,735.89,99183.09,Tuesday,13,Weekday,Jan-2026,1347.797769
14-01-2026,709.52,87279.23,Wednesday,14,Weekday,Jan-2026,1230.116558
15-01-2026,666.52,79204.83,Thursday,15,Weekday,Jan-2026,1188.333883
16-01-2026,675.31,82616.91,Friday,16,Weekday,Jan-2026,1223.392368
17-01-2026,684.4,81727.86,Saturday,17,Weekend,Jan-2026,1194.153419
18-01-2026,679.6,66253.55,Sunday,18,Weekend,Jan-2026,974.8903767
19-01-2026,695.28,93021.38,Monday,19,Weekday,Jan-2026,1337.898113
20-01-2026,681.76,93029.83,Tuesday,20,Weekday,Jan-2026,1364.553949
21-01-2026,702.91,94939.41,Wednesday,21,Weekday,Jan-2026,1350.662389
22-01-2026,696.78,89962.31,Thursday,22,Weekday,Jan-2026,1291.114986
23-01-2026,661.82,81271.05,Friday,23,Weekday,Jan-2026,1227.993261
24-01-2026,683.79,80392.72,Saturday,24,Weekend,Jan-2026,1175.693122
25-01-2026,672.66,66779.51,Sunday,25,Weekend,Jan-2026,992.7676687
26-01-2026,654.41,67965.97,Monday,26,Weekday,Jan-2026,1038.583915
27-01-2026,667.9,84612.25,Tuesday,27,Weekday,Jan-2026,1266.840096
28-01-2026,679.23,89735.29,Wednesday,28,Weekday,Jan-2026,1321.132606
29-01-2026,675.63,93285.24,Thursday,29,Weekday,Jan-2026,1380.714888
30-01-2026,700.73,103462.71,Friday,30,Weekday,Jan-2026,1476.498937
31-01-2026,726.22,107882.83,Saturday,31,Weekend,Jan-2026,1485.539231
01-02-2026,742.56,100563.68,Sunday,1,Weekend,Feb-2026,1354.28356
02-02-2026,771.9,125303.02,Monday,2,Weekday,Feb-2026,1623.306387
03-02-2026,741.66,113333.7,Tuesday,3,Weekday,Feb-2026,1528.108567
04-02-2026,744.87,113302.09,Wednesday,4,Weekday,Feb-2026,1521.098849
05-02-2026,741.6,108594.54,Thursday,5,Weekday,Feb-2026,1464.32767
06-02-2026,732.46,99784.03,Friday,6,Weekday,Feb-2026,1362.31371
07-02-2026,750.86,100733.21,Saturday,7,Weekend,Feb-2026,1341.571132
08-02-2026,743.84,82029.34,Sunday,8,Weekend,Feb-2026,1102.78205
09-02-2026,748.8,107887.66,Monday,9,Weekday,Feb-2026,1440.807425
10-02-2026,724.28,103218.18,Tuesday,10,Weekday,Feb-2026,1425.11432
11-02-2026,748.99,102584.3,Wednesday,11,Weekday,Feb-2026,1369.635109
12-02-2026,720.22,95358.6,Thursday,12,Weekday,Feb-2026,1324.020438
13-02-2026,742.92,96235.21,Friday,13,Weekday,Feb-2026,1295.364373
14-02-2026,761.77,90455.12,Saturday,14,Weekend,Feb-2026,1187.433477
15-02-2026,715.5,70326.94,Sunday,15,Weekend,Feb-2026,982.9062194
16-02-2026,723.55,95510.43,Monday,16,Weekday,Feb-2026,1320.025292
17-02-2026,722.08,92544.1,Tuesday,17,Weekday,Feb-2026,1281.632229
18-02-2026,725.76,91606.75,Wednesday,18,Weekday,Feb-2026,1262.218226
19-02-2026,699.41,86947.5,Thursday,19,Weekday,Feb-2026,1243.154945
20-02-2026,701,86258.07,Friday,20,Weekday,Feb-2026,1230.500285
21-02-2026,697.99,84256.35,Saturday,21,Weekend,Feb-2026,1207.128326
22-02-2026,703.05,68821.03,Sunday,22,Weekend,Feb-2026,978.8923974
23-02-2026,700.41,89725.14,Monday,23,Weekday,Feb-2026,1281.037392
24-02-2026,698.34,87436.1,Tuesday,24,Weekday,Feb-2026,1252.056305
25-02-2026,709.85,90237.78,Wednesday,25,Weekday,Feb-2026,1271.223216
26-02-2026,695.71,88166.29,Thursday,26,Weekday,Feb-2026,1267.285076
27-02-2026,731.17,105320.93,Friday,27,Weekday,Feb-2026,1440.443809
28-02-2026,753.65,107689.21,Saturday,28,Weekend,Feb-2026,1428.902143
