Date,Volume_Mn,Value_Cr,Day_of_Week,Day_of_Month,Is_Weekend,Month_Year,Avg_Transaction_Value_Rs
01-05-2021,86.24,18140.21,Saturday,1,Weekend,May-2021,2103.456633
02-05-2021,79.37,13692.47,Sunday,2,Weekend,May-2021,1725.144261
03-05-2021,87.72,20191.07,Monday,3,Weekday,May-2021,2301.763566
04-05-2021,89.31,20005.02,Tuesday,4,Weekday,May-2021,2239.952973
05-05-2021,87.7,19438.15,Wednesday,5,Weekday,May-2021,2216.436716
06-05-2021,85.35,18425.68,Thursday,6,Weekday,May-2021,2158.837727
07-05-2021,86.31,18247.77,Friday,7,Weekday,May-2021,2114.212722
08-05-2021,83.45,16365.41,Saturday,8,Weekend,May-2021,1961.103655
09-05-2021,79.4,13425.59,Sunday,9,Weekend,May-2021,1690.880353
10-05-2021,84.92,18772.21,Monday,10,Weekday,May-2021,2210.575836
11-05-2021,90.01,18267.37,Tuesday,11,Weekday,May-2021,2029.48228
12-05-2021,85.77,17402.93,Wednesday,12,Weekday,May-2021,2029.022968
13-05-2021,85.17,16038.79,Thursday,13,Weekday,May-2021,1883.15017
14-05-2021,81.17,14038.22,Friday,14,Weekday,May-2021,1729.483799
15-05-2021,80.53,14824.99,Saturday,15,Weekend,May-2021,1840.927605
16-05-2021,71.28,10804.95,Sunday,16,Weekend,May-2021,1515.84596
17-05-2021,80.02,15977.6,Monday,17,Weekday,May-2021,1996.700825
18-05-2021,80.3,15314.82,Tuesday,18,Weekday,May-2021,1907.200498
19-05-2021,80.3,15542.35,Wednesday,19,Weekday,May-2021,1935.535492
20-05-2021,79.34,15265.44,Thursday,20,Weekday,May-2021,1924.053441
21-05-2021,80.06,14967.99,Friday,21,Weekday,May-2021,1869.596553
22-05-2021,76.95,13312.11,Saturday,22,Weekend,May-2021,1729.968811
23-05-2021,75.61,11237.42,Sunday,23,Weekend,May-2021,1486.234625
24-05-2021,80.03,15851.67,Monday,24,Weekday,May-2021,1980.715982
25-05-2021,79.93,15027.36,Tuesday,25,Weekday,May-2021,1880.065057
26-05-2021,78.64,12817.62,Wednesday,26,Weekday,May-2021,1629.910987
27-05-2021,77.53,9669.18,Thursday,27,Weekday,May-2021,1247.15336
28-05-2021,80.23,21033.64,Friday,28,Weekday,May-2021,2621.667705
29-05-2021,79.3,14114.81,Saturday,29,Weekend,May-2021,1779.925599
30-05-2021,76.97,11414.94,Sunday,30,Weekend,May-2021,1483.037547
31-05-2021,90.66,20732.78,Monday,31,Weekday,May-2021,2286.871829
01-06-2021,97.81,21837.51,Tuesday,1,Weekday,Jun-2021,2232.645946
02-06-2021,98.14,20668.35,Wednesday,2,Weekday,Jun-2021,2106.006725
03-06-2021,92.8,19629.84,Thursday,3,Weekday,Jun-2021,2115.284483
04-06-2021,90.82,18987.07,Friday,4,Weekday,Jun-2021,2090.626514
05-06-2021,92.12,18465.68,Saturday,5,Weekend,Jun-2021,2004.524533
06-06-2021,85.06,13881.64,Sunday,6,Weekend,Jun-2021,1631.98213
07-06-2021,95.85,20566.61,Monday,7,Weekday,Jun-2021,2145.707877
08-06-2021,95.95,19555.25,Tuesday,8,Weekday,Jun-2021,2038.066701
09-06-2021,95.93,19616.4,Wednesday,9,Weekday,Jun-2021,2044.866048
10-06-2021,96.07,19826.78,Thursday,10,Weekday,Jun-2021,2063.78474
11-06-2021,94.84,19013.39,Friday,11,Weekday,Jun-2021,2004.785955
12-06-2021,91.48,16646.22,Saturday,12,Weekend,Jun-2021,1819.656756
13-06-2021,85.17,12899.97,Sunday,13,Weekend,Jun-2021,1514.614301
14-06-2021,97.37,20359.99,Monday,14,Weekday,Jun-2021,2090.992092
15-06-2021,96.86,19631.73,Tuesday,15,Weekday,Jun-2021,2026.814991
16-06-2021,95.89,19341.99,Wednesday,16,Weekday,Jun-2021,2017.101888
17-06-2021,91.45,17975.02,Thursday,17,Weekday,Jun-2021,1965.557135
18-06-2021,96.81,18847.37,Friday,18,Weekday,Jun-2021,1946.841235
19-06-2021,92.34,16946.72,Saturday,19,Weekend,Jun-2021,1835.252328
20-06-2021,86.16,12949.17,Sunday,20,Weekend,Jun-2021,1502.921309
21-06-2021,96.77,19694.06,Monday,21,Weekday,Jun-2021,2035.141056
22-06-2021,93.78,18529.74,Tuesday,22,Weekday,Jun-2021,1975.873321
23-06-2021,88.61,16920.82,Wednesday,23,Weekday,Jun-2021,1909.583568
24-06-2021,90.12,17171.85,Thursday,24,Weekday,Jun-2021,1905.442743
25-06-2021,93.53,17648.46,Friday,25,Weekday,Jun-2021,1886.930397
26-06-2021,92.32,15638.86,Saturday,26,Weekend,Jun-2021,1693.983969
27-06-2021,85.35,11945.99,Sunday,27,Weekend,Jun-2021,1399.647335
28-06-2021,95.75,19199.12,Monday,28,Weekday,Jun-2021,2005.130026
29-06-2021,97.16,19122.24,Tuesday,29,Weekday,Jun-2021,1968.118567
30-06-2021,105.19,23855.32,Wednesday,30,Weekday,Jun-2021,2267.831543
01-07-2021,105.23,23416.77,Thursday,1,Weekday,Jul-2021,2225.294118
02-07-2021,108.15,22773.32,Friday,2,Weekday,Jul-2021,2105.716135
03-07-2021,104.45,20784,Saturday,3,Weekend,Jul-2021,1989.851604
04-07-2021,97.95,16400.08,Sunday,4,Weekend,Jul-2021,1674.331802
05-07-2021,109.22,23601.76,Monday,5,Weekday,Jul-2021,2160.937557
06-07-2021,107.72,21426.67,Tuesday,6,Weekday,Jul-2021,1989.107872
07-07-2021,110.04,23158.49,Wednesday,7,Weekday,Jul-2021,2104.551981
08-07-2021,108.63,19593.6,Thursday,8,Weekday,Jul-2021,1803.700635
09-07-2021,110.29,22376.23,Friday,9,Weekday,Jul-2021,2028.853931
10-07-2021,105.33,17381.76,Saturday,10,Weekend,Jul-2021,1650.219311
11-07-2021,98.86,14528.9,Sunday,11,Weekend,Jul-2021,1469.643941
12-07-2021,106.98,17865.05,Monday,12,Weekday,Jul-2021,1669.94298
13-07-2021,105.5,26954.63,Tuesday,13,Weekday,Jul-2021,2554.941232
14-07-2021,106.98,19870.94,Wednesday,14,Weekday,Jul-2021,1857.444382
15-07-2021,106.82,21013.1,Thursday,15,Weekday,Jul-2021,1967.150346
16-07-2021,106.79,21440.28,Friday,16,Weekday,Jul-2021,2007.704841
17-07-2021,103.02,18400.77,Saturday,17,Weekend,Jul-2021,1786.135702
18-07-2021,91.51,12743.31,Sunday,18,Weekend,Jul-2021,1392.559283
19-07-2021,104.95,20635.1,Monday,19,Weekday,Jul-2021,1966.183897
20-07-2021,107.81,20476.24,Tuesday,20,Weekday,Jul-2021,1899.289491
21-07-2021,95.49,15421.19,Wednesday,21,Weekday,Jul-2021,1614.953398
22-07-2021,94.74,15711.85,Thursday,22,Weekday,Jul-2021,1658.417775
23-07-2021,104.73,19889.5,Friday,23,Weekday,Jul-2021,1899.121551
24-07-2021,97.81,15607.17,Saturday,24,Weekend,Jul-2021,1595.661998
25-07-2021,96.8,12927.13,Sunday,25,Weekend,Jul-2021,1335.447314
26-07-2021,105.11,19885.25,Monday,26,Weekday,Jul-2021,1891.851394
27-07-2021,104.07,19262.96,Tuesday,27,Weekday,Jul-2021,1850.961853
28-07-2021,105.63,19325.52,Wednesday,28,Weekday,Jul-2021,1829.548424
29-07-2021,104.44,19154.18,Thursday,29,Weekday,Jul-2021,1833.988893
30-07-2021,111.75,21272.89,Friday,30,Weekday,Jul-2021,1903.614318
31-07-2021,121.03,22584.56,Saturday,31,Weekend,Jul-2021,1866.02991
01-08-2021,113.98,17991.95,Sunday,1,Weekend,Aug-2021,1578.518161
02-08-2021,120.23,25029.23,Monday,2,Weekday,Aug-2021,2081.77909
03-08-2021,120.08,23649.82,Tuesday,3,Weekday,Aug-2021,1969.50533
04-08-2021,119.13,24030.66,Wednesday,4,Weekday,Aug-2021,2017.179552
05-08-2021,118.34,23718.76,Thursday,5,Weekday,Aug-2021,2004.289336
06-08-2021,110.52,21095.72,Friday,6,Weekday,Aug-2021,1908.769453
07-08-2021,122.25,22910.2,Saturday,7,Weekend,Aug-2021,1874.04499
08-08-2021,112.77,16658.61,Sunday,8,Weekend,Aug-2021,1477.220005
09-08-2021,123.51,24086.79,Monday,9,Weekday,Aug-2021,1950.189458
10-08-2021,124.7,24240.48,Tuesday,10,Weekday,Aug-2021,1943.903769
11-08-2021,121.83,23627.85,Wednesday,11,Weekday,Aug-2021,1939.411475
12-08-2021,118.73,22704.03,Thursday,12,Weekday,Aug-2021,1912.240377
13-08-2021,115.28,20953.57,Friday,13,Weekday,Aug-2021,1817.624046
14-08-2021,114.78,19317.55,Saturday,14,Weekend,Aug-2021,1683.006621
15-08-2021,106.29,14679.03,Sunday,15,Weekend,Aug-2021,1381.035845
16-08-2021,113.7,21637.92,Monday,16,Weekday,Aug-2021,1903.07124
17-08-2021,114.53,21311.21,Tuesday,17,Weekday,Aug-2021,1860.753514
18-08-2021,114.18,21660.34,Wednesday,18,Weekday,Aug-2021,1897.034507
19-08-2021,114.87,20696.02,Thursday,19,Weekday,Aug-2021,1801.690607
20-08-2021,111.51,18706.14,Friday,20,Weekday,Aug-2021,1677.530266
21-08-2021,117.35,19530.45,Saturday,21,Weekend,Aug-2021,1664.290584
22-08-2021,106.05,13242.53,Sunday,22,Weekend,Aug-2021,1248.706271
23-08-2021,108.6,19805.16,Monday,23,Weekday,Aug-2021,1823.679558
24-08-2021,109.72,19853.25,Tuesday,24,Weekday,Aug-2021,1809.446774
25-08-2021,113.97,20927.52,Wednesday,25,Weekday,Aug-2021,1836.230587
26-08-2021,111.4,19824.58,Thursday,26,Weekday,Aug-2021,1779.585278
27-08-2021,110.6,19367.36,Friday,27,Weekday,Aug-2021,1751.117541
28-08-2021,110.81,18119.46,Saturday,28,Weekend,Aug-2021,1635.182745
29-08-2021,106.73,14334.35,Sunday,29,Weekend,Aug-2021,1343.047878
30-08-2021,109.17,19281.64,Monday,30,Weekday,Aug-2021,1766.203169
31-08-2021,119.91,26124.77,Tuesday,31,Weekday,Aug-2021,2178.69819
01-09-2021,126.11,27148.4,Wednesday,1,Weekday,Sep-2021,2152.755531
02-09-2021,127.67,26154.15,Thursday,2,Weekday,Sep-2021,2048.57445
03-09-2021,124.5,23910.41,Friday,3,Weekday,Sep-2021,1920.514859
04-09-2021,123.74,23834.31,Saturday,4,Weekend,Sep-2021,1926.160498
05-09-2021,108.89,16861.66,Sunday,5,Weekend,Sep-2021,1548.503995
06-09-2021,122.12,24922.42,Monday,6,Weekday,Sep-2021,2040.813953
07-09-2021,113.98,21864.83,Tuesday,7,Weekday,Sep-2021,1918.304088
08-09-2021,126.41,24634.77,Wednesday,8,Weekday,Sep-2021,1948.799146
09-09-2021,128.42,24770.65,Thursday,9,Weekday,Sep-2021,1928.877901
10-09-2021,120.94,21030.37,Friday,10,Weekday,Sep-2021,1738.909377
11-09-2021,117.88,20129.85,Saturday,11,Weekend,Sep-2021,1707.656091
12-09-2021,113.62,15950.87,Sunday,12,Weekend,Sep-2021,1403.878719
13-09-2021,120.56,23212.04,Monday,13,Weekday,Sep-2021,1925.351692
14-09-2021,121.43,22629.21,Tuesday,14,Weekday,Sep-2021,1863.560076
15-09-2021,124,23442.74,Wednesday,15,Weekday,Sep-2021,1890.543548
16-09-2021,120.17,22094.58,Thursday,16,Weekday,Sep-2021,1838.610302
17-09-2021,117.22,19888.28,Friday,17,Weekday,Sep-2021,1696.662686
18-09-2021,123.85,20854.06,Saturday,18,Weekend,Sep-2021,1683.815906
19-09-2021,118.19,15698.53,Sunday,19,Weekend,Sep-2021,1328.245198
20-09-2021,125.27,23232.53,Monday,20,Weekday,Sep-2021,1854.596472
21-09-2021,123.08,22157.2,Tuesday,21,Weekday,Sep-2021,1800.227494
22-09-2021,123.79,21821.81,Wednesday,22,Weekday,Sep-2021,1762.808789
23-09-2021,123.22,21377.26,Thursday,23,Weekday,Sep-2021,1734.885571
24-09-2021,123.67,20872.26,Friday,24,Weekday,Sep-2021,1687.738336
25-09-2021,120.5,19085.04,Saturday,25,Weekend,Sep-2021,1583.820747
26-09-2021,116.82,14906.16,Sunday,26,Weekend,Sep-2021,1275.993837
27-09-2021,119.9,20756.07,Monday,27,Weekday,Sep-2021,1731.115096
28-09-2021,120.88,21099.09,Tuesday,28,Weekday,Sep-2021,1745.457478
29-09-2021,122.38,21981.12,Wednesday,29,Weekday,Sep-2021,1796.136624
30-09-2021,135.12,28327.61,Thursday,30,Weekday,Sep-2021,2096.477946
01-10-2021,137.77,28370.06,Friday,1,Weekday,Oct-2021,2059.233505
02-10-2021,139.11,25337.11,Saturday,2,Weekend,Oct-2021,1821.372295
03-10-2021,137.27,21845.73,Sunday,3,Weekend,Oct-2021,1591.442413
04-10-2021,139.38,29292.41,Monday,4,Weekday,Oct-2021,2101.622184
05-10-2021,142.99,29189.41,Tuesday,5,Weekday,Oct-2021,2041.360235
06-10-2021,137.16,26288.98,Wednesday,6,Weekday,Oct-2021,1916.665209
07-10-2021,144.68,28676.31,Thursday,7,Weekday,Oct-2021,1982.050733
08-10-2021,142.18,27623.49,Friday,8,Weekday,Oct-2021,1942.853425
09-10-2021,134.63,24747.41,Saturday,9,Weekend,Oct-2021,1838.179455
10-10-2021,135.99,21201.45,Sunday,10,Weekend,Oct-2021,1559.044783
11-10-2021,137.83,28260.91,Monday,11,Weekday,Oct-2021,2050.417906
12-10-2021,138.87,27223.76,Tuesday,12,Weekday,Oct-2021,1960.377331
13-10-2021,137.65,26037.62,Wednesday,13,Weekday,Oct-2021,1891.581547
14-10-2021,133.42,24029.6,Thursday,14,Weekday,Oct-2021,1801.049318
15-10-2021,126.87,18158.34,Friday,15,Weekday,Oct-2021,1431.255616
16-10-2021,128.53,22054.06,Saturday,16,Weekend,Oct-2021,1715.868669
17-10-2021,118.51,16615.55,Sunday,17,Weekend,Oct-2021,1402.037803
18-10-2021,134.79,25795.4,Monday,18,Weekday,Oct-2021,1913.747311
19-10-2021,130.95,23136.67,Tuesday,19,Weekday,Oct-2021,1766.832379
20-10-2021,134.83,24614.57,Wednesday,20,Weekday,Oct-2021,1825.600386
21-10-2021,133.03,24809.26,Thursday,21,Weekday,Oct-2021,1864.937232
22-10-2021,136.07,24402.71,Friday,22,Weekday,Oct-2021,1793.393841
23-10-2021,134.4,21969.69,Saturday,23,Weekend,Oct-2021,1634.649554
24-10-2021,129.42,16990.59,Sunday,24,Weekend,Oct-2021,1312.825684
25-10-2021,133.2,25923.01,Monday,25,Weekday,Oct-2021,1946.171922
26-10-2021,135.03,25081.49,Tuesday,26,Weekday,Oct-2021,1857.475376
27-10-2021,134.13,25168.12,Wednesday,27,Weekday,Oct-2021,1876.397525
28-10-2021,136.13,26359.34,Thursday,28,Weekday,Oct-2021,1936.335855
29-10-2021,139.18,27747.43,Friday,29,Weekday,Oct-2021,1993.636298
30-10-2021,147.71,29919.39,Saturday,30,Weekend,Oct-2021,2025.549387
31-10-2021,146.93,24537.12,Sunday,31,Weekend,Oct-2021,1669.987069
01-11-2021,158.76,36035.24,Monday,1,Weekday,Nov-2021,2269.793399
02-11-2021,164.38,34915.78,Tuesday,2,Weekday,Nov-2021,2124.089305
03-11-2021,164.77,34613.47,Wednesday,3,Weekday,Nov-2021,2100.714329
04-11-2021,143.48,23307.44,Thursday,4,Weekday,Nov-2021,1624.438249
05-11-2021,132.6,22719.01,Friday,5,Weekday,Nov-2021,1713.34917
06-11-2021,136.25,24416.19,Saturday,6,Weekend,Nov-2021,1792.013945
07-11-2021,130.93,20543.84,Sunday,7,Weekend,Nov-2021,1569.070496
08-11-2021,142.34,28222.58,Monday,8,Weekday,Nov-2021,1982.758185
09-11-2021,137.91,27462.69,Tuesday,9,Weekday,Nov-2021,1991.348706
10-11-2021,140.38,27572.23,Wednesday,10,Weekday,Nov-2021,1964.113834
11-11-2021,136.97,26145.08,Thursday,11,Weekday,Nov-2021,1908.817989
12-11-2021,136.33,25519.53,Friday,12,Weekday,Nov-2021,1871.893934
13-11-2021,137.71,23325.29,Saturday,13,Weekend,Nov-2021,1693.797836
14-11-2021,134.49,18867.22,Sunday,14,Weekend,Nov-2021,1402.871589
15-11-2021,137.31,27088.45,Monday,15,Weekday,Nov-2021,1972.795135
16-11-2021,138.16,27011.12,Tuesday,16,Weekday,Nov-2021,1955.060799
17-11-2021,139.38,25755.18,Wednesday,17,Weekday,Nov-2021,1847.839001
18-11-2021,134.82,25291.94,Thursday,18,Weekday,Nov-2021,1875.978341
19-11-2021,133.91,21545.81,Friday,19,Weekday,Nov-2021,1608.976925
20-11-2021,138.72,24225.89,Saturday,20,Weekend,Nov-2021,1746.387687
21-11-2021,131.39,18070.98,Sunday,21,Weekend,Nov-2021,1375.369511
22-11-2021,133.85,25248.75,Monday,22,Weekday,Nov-2021,1886.346657
23-11-2021,138.85,25616.77,Tuesday,23,Weekday,Nov-2021,1844.924019
24-11-2021,137.4,25221.2,Wednesday,24,Weekday,Nov-2021,1835.604076
25-11-2021,139.25,25459.92,Thursday,25,Weekday,Nov-2021,1828.360503
26-11-2021,137.57,25509.28,Friday,26,Weekday,Nov-2021,1854.276368
27-11-2021,134.24,22251.27,Saturday,27,Weekend,Nov-2021,1657.573749
28-11-2021,129.63,17817.14,Sunday,28,Weekend,Nov-2021,1374.461159
29-11-2021,136.94,26386.44,Monday,29,Weekday,Nov-2021,1926.861399
30-11-2021,147.77,32270.36,Tuesday,30,Weekday,Nov-2021,2183.82351
01-12-2021,153.1,33487.99,Wednesday,1,Weekday,Dec-2021,2187.32789
02-12-2021,152.43,31446.32,Thursday,2,Weekday,Dec-2021,2063.000722
03-12-2021,148.01,28800.98,Friday,3,Weekday,Dec-2021,1945.880684
04-12-2021,154.25,29534.27,Saturday,4,Weekend,Dec-2021,1914.701459
05-12-2021,147.84,23634.62,Sunday,5,Weekend,Dec-2021,1598.662067
06-12-2021,148.87,30143.74,Monday,6,Weekday,Dec-2021,2024.836434
07-12-2021,153.6,30111.47,Tuesday,7,Weekday,Dec-2021,1960.382161
08-12-2021,151,28889.73,Wednesday,8,Weekday,Dec-2021,1913.227152
09-12-2021,145.27,27977.02,Thursday,9,Weekday,Dec-2021,1925.863564
10-12-2021,138.28,25540.08,Friday,10,Weekday,Dec-2021,1846.982933
11-12-2021,145.1,25827.58,Saturday,11,Weekend,Dec-2021,1779.984838
12-12-2021,139.21,20023.23,Sunday,12,Weekend,Dec-2021,1438.347102
13-12-2021,140.71,26943.56,Monday,13,Weekday,Dec-2021,1914.829081
14-12-2021,148.48,28016.55,Tuesday,14,Weekday,Dec-2021,1886.89049
15-12-2021,151.25,28838.73,Wednesday,15,Weekday,Dec-2021,1906.692893
16-12-2021,145.7,26447.76,Thursday,16,Weekday,Dec-2021,1815.220316
17-12-2021,146.12,24999.17,Friday,17,Weekday,Dec-2021,1710.865727
18-12-2021,145.12,24668.99,Saturday,18,Weekend,Dec-2021,1699.902839
19-12-2021,140.21,19087.16,Sunday,19,Weekend,Dec-2021,1361.326582
20-12-2021,148.94,29184.65,Monday,20,Weekday,Dec-2021,1959.490399
21-12-2021,146.78,27086.37,Tuesday,21,Weekday,Dec-2021,1845.371985
22-12-2021,148.99,26892.86,Wednesday,22,Weekday,Dec-2021,1805.011075
23-12-2021,149.46,26454.72,Thursday,23,Weekday,Dec-2021,1770.020072
24-12-2021,149.12,25817.61,Friday,24,Weekday,Dec-2021,1731.331143
25-12-2021,144.89,22122.87,Saturday,25,Weekend,Dec-2021,1526.87349
26-12-2021,135.73,17623.74,Sunday,26,Weekend,Dec-2021,1298.441023
27-12-2021,143.64,26037.07,Monday,27,Weekday,Dec-2021,1812.661515
28-12-2021,144.56,26113.2,Tuesday,28,Weekday,Dec-2021,1806.39181
29-12-2021,142.08,25271.47,Wednesday,29,Weekday,Dec-2021,1778.678913
30-12-2021,149.15,27540.86,Thursday,30,Weekday,Dec-2021,1846.520952
31-12-2021,168.4,32283.86,Friday,31,Weekday,Dec-2021,1917.093824
01-01-2022,158.53,27278.48,Saturday,1,Weekend,Jan-2022,1720.71406
02-01-2022,153.17,24750.74,Sunday,2,Weekend,Jan-2022,1615.89998
03-01-2022,161.49,32979.67,Monday,3,Weekday,Jan-2022,2042.211282
04-01-2022,159.5,32214.37,Tuesday,4,Weekday,Jan-2022,2019.709718
05-01-2022,159.17,31730.45,Wednesday,5,Weekday,Jan-2022,1993.494377
06-01-2022,158.94,30771.67,Thursday,6,Weekday,Jan-2022,1936.055744
07-01-2022,162.13,30569.5,Friday,7,Weekday,Jan-2022,1885.493123
08-01-2022,154.71,26520.13,Saturday,8,Weekend,Jan-2022,1714.183311
09-01-2022,121.3,18265.68,Sunday,9,Weekend,Jan-2022,1505.826876
10-01-2022,165.05,33273.67,Monday,10,Weekday,Jan-2022,2015.975159
11-01-2022,156.32,30052.59,Tuesday,11,Weekday,Jan-2022,1922.504478
12-01-2022,159.06,30181.55,Wednesday,12,Weekday,Jan-2022,1897.494656
13-01-2022,156.51,28747.57,Thursday,13,Weekday,Jan-2022,1836.788065
14-01-2022,144.51,23852.4,Friday,14,Weekday,Jan-2022,1650.570895
15-01-2022,137.8,21970.51,Saturday,15,Weekend,Jan-2022,1594.376633
16-01-2022,131.12,18000.91,Sunday,16,Weekend,Jan-2022,1372.857688
17-01-2022,148.76,27641.24,Monday,17,Weekday,Jan-2022,1858.109707
18-01-2022,146.5,26732.97,Tuesday,18,Weekday,Jan-2022,1824.776109
19-01-2022,150.16,27400.76,Wednesday,19,Weekday,Jan-2022,1824.770911
20-01-2022,145.93,27092.83,Thursday,20,Weekday,Jan-2022,1856.563421
21-01-2022,147.74,26652.65,Friday,21,Weekday,Jan-2022,1804.023961
22-01-2022,142.24,23272.13,Saturday,22,Weekend,Jan-2022,1636.117126
23-01-2022,131.74,17525.56,Sunday,23,Weekend,Jan-2022,1330.314255
24-01-2022,145.03,28414.48,Monday,24,Weekday,Jan-2022,1959.213956
25-01-2022,146.01,27920.07,Tuesday,25,Weekday,Jan-2022,1912.202589
26-01-2022,140.43,21232.52,Wednesday,26,Weekday,Jan-2022,1511.96468
27-01-2022,143.76,27360.06,Thursday,27,Weekday,Jan-2022,1903.176127
28-01-2022,145.49,26942.28,Friday,28,Weekday,Jan-2022,1851.830366
29-01-2022,139.06,24872.5,Saturday,29,Weekend,Jan-2022,1788.616425
30-01-2022,143.78,21176.51,Sunday,30,Weekend,Jan-2022,1472.841146
31-01-2022,161.23,36596.64,Monday,31,Weekday,Jan-2022,2269.8406
01-02-2022,172.73,38167.32,Tuesday,1,Weekday,Feb-2022,2209.652058
02-02-2022,166.65,34757.09,Wednesday,2,Weekday,Feb-2022,2085.633963
03-02-2022,164.67,33265.3,Thursday,3,Weekday,Feb-2022,2020.119026
04-02-2022,162.28,32036.03,Friday,4,Weekday,Feb-2022,1974.120656
05-02-2022,165.52,31339.7,Saturday,5,Weekend,Feb-2022,1893.408652
06-02-2022,154.93,23445.48,Sunday,6,Weekend,Feb-2022,1513.295036
07-02-2022,166.49,33670.85,Monday,7,Weekday,Feb-2022,2022.394738
08-02-2022,166.8,32682.18,Tuesday,8,Weekday,Feb-2022,1959.363309
09-02-2022,171.88,32468.47,Wednesday,9,Weekday,Feb-2022,1889.019665
10-02-2022,164.63,31703.55,Thursday,10,Weekday,Feb-2022,1925.745611
11-02-2022,166.5,30697,Friday,11,Weekday,Feb-2022,1843.663664
12-02-2022,163.28,27942.54,Saturday,12,Weekend,Feb-2022,1711.326556
13-02-2022,158.84,22271.87,Sunday,13,Weekend,Feb-2022,1402.157517
14-02-2022,167.59,32609.4,Monday,14,Weekday,Feb-2022,1945.784355
15-02-2022,164.96,31888.77,Tuesday,15,Weekday,Feb-2022,1933.121363
16-02-2022,165.32,30212.49,Wednesday,16,Weekday,Feb-2022,1827.515727
17-02-2022,159.99,29053.85,Thursday,17,Weekday,Feb-2022,1815.979124
18-02-2022,161.09,27226.8,Friday,18,Weekday,Feb-2022,1690.16078
19-02-2022,155.83,25778.25,Saturday,19,Weekend,Feb-2022,1654.254636
20-02-2022,154.94,21128.33,Sunday,20,Weekend,Feb-2022,1363.645927
21-02-2022,157.81,29480.41,Monday,21,Weekday,Feb-2022,1868.095178
22-02-2022,147.4,27023.99,Tuesday,22,Weekday,Feb-2022,1833.377883
23-02-2022,142.12,24444.21,Wednesday,23,Weekday,Feb-2022,1719.969744
24-02-2022,167.92,32003.16,Thursday,24,Weekday,Feb-2022,1905.857551
25-02-2022,159.93,29271.51,Friday,25,Weekday,Feb-2022,1830.270118
26-02-2022,160.68,26149.22,Saturday,26,Weekend,Feb-2022,1627.409759
27-02-2022,157.29,21228.83,Sunday,27,Weekend,Feb-2022,1349.661771
28-02-2022,159.41,34896.42,Monday,28,Weekday,Feb-2022,2189.098551
01-03-2022,171.16,33758.22,Tuesday,1,Weekday,Mar-2022,1972.319467
02-03-2022,179.46,37033.35,Wednesday,2,Weekday,Mar-2022,2063.599131
03-03-2022,179.45,36252.3,Thursday,3,Weekday,Mar-2022,2020.189468
04-03-2022,177.9,35210.29,Friday,4,Weekday,Mar-2022,1979.2181
05-03-2022,184.02,35370.65,Saturday,5,Weekend,Mar-2022,1922.10901
06-03-2022,172.57,26113.76,Sunday,6,Weekend,Mar-2022,1513.227096
07-03-2022,181.78,37285.22,Monday,7,Weekday,Mar-2022,2051.117835
08-03-2022,179.37,34545.89,Tuesday,8,Weekday,Mar-2022,1925.95696
09-03-2022,180.82,34882.05,Wednesday,9,Weekday,Mar-2022,1929.103528
10-03-2022,181.54,34890.75,Thursday,10,Weekday,Mar-2022,1921.931806
11-03-2022,178.34,32377.05,Friday,11,Weekday,Mar-2022,1815.467646
12-03-2022,176.52,29318.33,Saturday,12,Weekend,Mar-2022,1660.906979
13-03-2022,170.4,23152.81,Sunday,13,Weekend,Mar-2022,1358.732981
14-03-2022,177.44,33957.67,Monday,14,Weekday,Mar-2022,1913.755072
15-03-2022,176.69,33340.64,Tuesday,15,Weekday,Mar-2022,1886.956817
16-03-2022,180.46,33221.88,Wednesday,16,Weekday,Mar-2022,1840.955336
17-03-2022,180.75,31166.73,Thursday,17,Weekday,Mar-2022,1724.300415
18-03-2022,148.93,18869.04,Friday,18,Weekday,Mar-2022,1266.973746
19-03-2022,164.48,25247.27,Saturday,19,Weekend,Mar-2022,1534.975073
20-03-2022,158.86,21237.31,Sunday,20,Weekend,Mar-2022,1336.856981
21-03-2022,172.3,31841.8,Monday,21,Weekday,Mar-2022,1848.044109
22-03-2022,167.3,29566.9,Tuesday,22,Weekday,Mar-2022,1767.298267
23-03-2022,169.86,29859.79,Wednesday,23,Weekday,Mar-2022,1757.905923
24-03-2022,169.58,29588.27,Thursday,24,Weekday,Mar-2022,1744.797146
25-03-2022,170.93,29741.97,Friday,25,Weekday,Mar-2022,1740.008776
26-03-2022,176.05,27909.08,Saturday,26,Weekend,Mar-2022,1585.292815
27-03-2022,170.9,21937.12,Sunday,27,Weekend,Mar-2022,1283.623171
28-03-2022,171.37,30755.25,Monday,28,Weekday,Mar-2022,1794.669429
29-03-2022,171.62,29737.75,Tuesday,29,Weekday,Mar-2022,1732.76716
30-03-2022,177.2,33222.54,Wednesday,30,Weekday,Mar-2022,1874.861174
31-03-2022,187.59,39189.99,Thursday,31,Weekday,Mar-2022,2089.130018
01-04-2022,176,38167.32,Friday,1,Weekday,Apr-2022,2168.597727
02-04-2022,190.44,34757.09,Saturday,2,Weekend,Apr-2022,1825.093993
03-04-2022,181.67,33265.3,Sunday,3,Weekend,Apr-2022,1831.083833
04-04-2022,193.3,32036.03,Monday,4,Weekday,Apr-2022,1657.32178
05-04-2022,192.14,31339.7,Tuesday,5,Weekday,Apr-2022,1631.086708
06-04-2022,189.19,37401.11,Wednesday,6,Weekday,Apr-2022,1976.907342
